TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
dominion.Player,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,95,0.3,2,25,326,150627,1488259320240,0.7035175879396985,1111111111111111001000000010000000010000000010000000001000001101111111111111111111111111111111111111100011111111111111111111110000000000000111111011011111111111111111101111111111111111111111111111111,0.4793388429752066,1111111111111011111111000000011101111111111111010101111011010000000001000000000001000000000001000000000000010000011111111,1.0,11111111111111,0,0,14,2,0.7515274949083504,11111111011111111111111111111111111111001111111111111111110111111111111110111111111111111111111111011111111111100100000000000000000000000000000001111111110111111111111111111111111111111111111111111111111111111111111111110111101001111111111111111111111111111111111111111111111111111111111110111111001111111111111111111111111111111111111000000000000111111111101100000000000000000000000000000000000000000000000000000000000011111110111111111111111101111111111111111111111111111111111111111111111,0.5,100100110111010010001101011010,1.0,1111111111111111,1.0,1111111111111111,0.4793388429752066,1111111111111101111111000000011101111111111111010101111100110000000000100000000000100000000001000000000000010000011111111
