TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
dominion.GameState,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,49,0.3,2,12,147,82150,1488259590284,0.5543478260869565,11111111111111111111110111111111111110000000000000000001100000000110000000000011111111110001,0.4864864864864865,1111111010100100010000000001100111110,1.0,11111111,0,0,8,2,0.5403726708074534,11111111111111111111111111111111111111001110111100000000000000000000000000110000000000001111110000100000000000000000000000011111111100001111111111111111011111111,0.5789473684210527,1011011001110110010,1.0,11111111,1.0,11111111,0.4864864864864865,1111111101000010010000000001100111101
