TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
org.cs362.dominion.Card,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,73,0.3,2,23,35,92339,1490035861842,0.6971830985915493,1111111111111111000000011111110000000000000000000001111111111111111111111111111111111100000000000000111111111111111111111111111111111111111110,0.7016129032258065,1111111111111111111111110101110111110111010111010100010000000101010101000001010101011111011101010111111111110101111111111111,1.0,11,0,0,2,1,1.0,111111111,0.6111111111111112,011011011011010011,1.0,111111111,1.0,111111111,0.7016129032258065,1111110001001110001011010111111001011110101011101110111100111110011110000011110111101111011001111111111111111011110001111111
