TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
dominion.Card,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,68,0.3,2,43,193,93961,1488259483197,0.75625,1111111111111111111111111111111111111111111111111111111110011111111111111111110110011110001111100001111111111011000000000011111100011001000000000111111110011111,0.7468354430379747,1111111111111111111111111111111111111011101100010011111000000000011111111110100,1.0,11111111,1,1,7,3,0.9379310344827586,1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100111110000111111011111111111111001,0.6,1011100010011110110000000011011111101101111110110111010,1.0,111111111111111,0.9333333333333333,111111011111111,0.7468354430379747,1111111111110111111111111111111111111111110100001101111000000000011111111110100
